0 0
0.000505051 0.0262406
0.0010101 0.0475513
0.00151515 0.0643259
0.0020202 0.0769758
0.00252525 0.085938
0.0030303 0.0916678
0.00353535 0.0946145
0.0040404 0.0952409
0.00454545 0.0939634
0.00505051 0.091199
0.00555556 0.0872811
0.00606061 0.0826202
0.00656566 0.0773884
0.00707071 0.0718733
0.00757576 0.0662854
0.00808081 0.0607205
0.00858586 0.0553083
0.00909091 0.0501302
0.00959596 0.0452446
0.010101 0.0406834
0.0106061 0.0364659
0.0111111 0.0325909
0.0116162 0.0290495
0.0121212 0.025848
0.0126263 0.0229535
0.0131313 0.0203461
0.0136364 0.0180132
0.0141414 0.0159324
0.0146465 0.0140742
0.0151515 0.0124174
0.0156566 0.010954
0.0161616 0.00965013
0.0166667 0.00849352
0.0171717 0.00748597
0.0176768 0.00658393
0.0181818 0.00579595
0.0186869 0.00509221
0.0191919 0.00448236
0.019697 0.00393455
0.020202 0.00346405
0.0207071 0.00303992
0.0212121 0.00267691
0.0217172 0.00234894
0.0222222 0.00206877
0.0227273 0.00181553
0.0232323 0.00159826
0.0237374 0.00140248
0.0242424 0.00123523
0.0247475 0.00108424
0.0252525 0.000952322
0.0257576 0.000839988
0.0262626 0.000736881
0.0267677 0.000649318
0.0272727 0.000570051
0.0277778 0.000500403
0.0282828 0.000441419
0.0287879 0.000386483
0.0292929 0.000339914
0.029798 0.000299671
0.030303 0.000262107
0.0308081 0.000230259
0.0313131 0.000202521
0.0318182 0.000176664
0.0323232 0.000154702
0.0328283 0.000135696
0.0333333 0.000117705
0.0338384 0.000102376
0.0343434 8.94262e-05
0.0348485 7.7048e-05
0.0353535 6.63567e-05
0.0358586 5.71912e-05
0.0363636 4.87571e-05
0.0368687 4.10424e-05
0.0373737 3.43874e-05
0.0378788 2.86217e-05
0.0383838 2.31318e-05
0.0388889 1.83753e-05
0.0393939 1.42175e-05
0.039899 1.04443e-05
0.040404 6.83513e-06
0.0409091 3.79411e-06
0.0414141 1.11376e-06
0.0419192 -1.38066e-06
0.0424242 -3.75364e-06
0.0429293 -5.77524e-06
0.0434343 -7.57107e-06
0.0439394 -9.24813e-06
0.0444444 -1.08586e-05
0.0449495 -1.22175e-05
0.0454545 -1.34672e-05
0.0459596 -1.46231e-05
0.0464646 -1.57067e-05
0.0469697 -1.66795e-05
0.0474747 -1.75741e-05
0.0479798 -1.83755e-05
0.0484848 -1.91335e-05
0.0489899 -1.98569e-05
0.0494949 -2.04763e-05
0.05 -2.10601e-05
