0 307
0.000505051 306.631
0.0010101 306.262
0.00151515 305.895
0.0020202 305.53
0.00252525 305.17
0.0030303 304.816
0.00353535 304.47
0.0040404 304.133
0.00454545 303.808
0.00505051 303.497
0.00555556 303.199
0.00606061 302.919
0.00656566 302.654
0.00707071 302.406
0.00757576 302.176
0.00808081 301.963
0.00858586 301.766
0.00909091 301.586
0.00959596 301.422
0.010101 301.273
0.0106061 301.137
0.0111111 301.015
0.0116162 300.904
0.0121212 300.806
0.0126263 300.717
0.0131313 300.637
0.0136364 300.566
0.0141414 300.503
0.0146465 300.446
0.0151515 300.396
0.0156566 300.351
0.0161616 300.312
0.0166667 300.276
0.0171717 300.245
0.0176768 300.217
0.0181818 300.193
0.0186869 300.17
0.0191919 300.151
0.019697 300.134
0.020202 300.119
0.0207071 300.106
0.0212121 300.094
0.0217172 300.083
0.0222222 300.074
0.0227273 300.066
0.0232323 300.058
0.0237374 300.051
0.0242424 300.046
0.0247475 300.041
0.0252525 300.036
0.0257576 300.032
0.0262626 300.028
0.0267677 300.025
0.0272727 300.023
0.0277778 300.02
0.0282828 300.018
0.0287879 300.016
0.0292929 300.014
0.029798 300.013
0.030303 300.011
0.0308081 300.01
0.0313131 300.009
0.0318182 300.008
0.0323232 300.007
0.0328283 300.006
0.0333333 300.005
0.0338384 300.005
0.0343434 300.005
0.0348485 300.004
0.0353535 300.004
0.0358586 300.004
0.0363636 300.003
0.0368687 300.003
0.0373737 300.003
0.0378788 300.002
0.0383838 300.002
0.0388889 300.002
0.0393939 300.002
0.039899 300.001
0.040404 300.001
0.0409091 300.001
0.0414141 300.001
0.0419192 300.001
0.0424242 300.001
0.0429293 300.001
0.0434343 300.001
0.0439394 300
0.0444444 300
0.0449495 300
0.0454545 300
0.0459596 300
0.0464646 300
0.0469697 300
0.0474747 300
0.0479798 300
0.0484848 300
0.0489899 300
0.0494949 300
0.05 300
