# 		eta			F(eta)				F'(eta)				F''(eta)			G(eta)				G'(eta)
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.760173988345576923e-01	1.000000000000000000e+00	-5.046323174182522076e-01
4.016064257028112428e-02	5.344386614498773279e-04	2.634834668273726768e-02	6.362686371457371148e-01	9.797337219944287634e-01	-5.046244907521054701e-01
8.032128514056224855e-02	2.095201984879474944e-03	5.111720172728888290e-02	5.973633274473367782e-01	9.594685334291551682e-01	-5.045705684649657297e-01
1.204819277108433728e-01	4.619554414811211096e-03	7.434102019355573465e-02	5.593307476410810386e-01	9.392071660927322485e-01	-5.044270364412498653e-01
1.606425702811244971e-01	8.046160779376221664e-03	9.605543386013805363e-02	5.221996677088965866e-01	9.189540497199056857e-01	-5.041531805560340862e-01
2.008032128514056214e-01	1.231513656417105099e-02	1.162972114133676016e-01	4.859980885276031781e-01	8.987151860348799870e-01	-5.037110997625787734e-01
2.409638554216867457e-01	1.736809735990495901e-02	1.351042267344580439e-01	4.507529923920833292e-01	8.784980422921798704e-01	-5.030657557519407908e-01
2.811244979919678699e-01	2.314819554051279760e-02	1.525154182612727394e-01	4.164901305098471229e-01	8.583114493411886370e-01	-5.021850155960045914e-01
3.212851405622489942e-01	2.960017741288091184e-02	1.685707222979845321e-01	3.832336980461687470e-01	8.381654449262542217e-01	-5.010397241401588486e-01
3.614457831325301185e-01	3.667040664349183188e-02	1.833110150586428344e-01	3.510061922041471938e-01	8.180711895844541282e-01	-4.996037473612255364e-01
4.016064257028112428e-01	4.430690684892588105e-02	1.967780387568809908e-01	3.198281650014206945e-01	7.980408314500156974e-01	-4.978540276088204708e-01
4.417670682730923670e-01	5.245939440116482999e-02	2.090143190162208342e-01	2.897180267679518861e-01	7.780873822316806132e-01	-4.957706269065168536e-01
4.819277108433734913e-01	6.107930707530102865e-02	2.200630732698717618e-01	2.606918663389730106e-01	7.582245904207687293e-01	-4.933367514024770695e-01
5.220883534136546711e-01	7.011983112197171797e-02	2.299681170898685845e-01	2.327632861796789243e-01	7.384668158559059004e-01	-4.905387669304779874e-01
5.622489959839357399e-01	7.953592298648207159e-02	2.387737596713488120e-01	2.059432658754560830e-01	7.188289023390557198e-01	-4.873661902040347105e-01
6.024096385542168086e-01	8.928432590450677275e-02	2.465246959268903582e-01	1.802400507829360343e-01	6.993260521458370960e-01	-4.838116561245206504e-01
6.425702811244979884e-01	9.932358567040248942e-02	2.532658971720223584e-01	1.556590482020641375e-01	6.799737009996948967e-01	-4.798708795598040089e-01
6.827309236947791682e-01	1.096140557720093611e-01	2.590424914122779754e-01	1.322027838171018210e-01	6.607873965598179966e-01	-4.755425641495318323e-01
7.228915662650602370e-01	1.201179037407144740e-01	2.638996495066108783e-01	1.098708492569677314e-01	6.417826796047607640e-01	-4.708283201136106433e-01
7.630522088353413057e-01	1.307991105512396335e-01	2.678824680395099356e-01	8.865988997885616840e-02	6.229749700320208472e-01	-4.657325472243158959e-01
